,Date,Open,High,Low,Close,Adj Close,Volume
18315,2000-12-08,1343.550049,1380.329956,1343.550049,1369.890015,1369.890015,1358300000
18316,2000-12-11,1369.890015,1389.050049,1364.140015,1380.199951,1380.199951,1202400000
18317,2000-12-12,1380.199951,1380.27002,1370.27002,1371.180054,1371.180054,1083400000
18318,2000-12-13,1371.180054,1385.819946,1358.47998,1359.98999,1359.98999,1195100000
18319,2000-12-14,1359.98999,1359.98999,1340.47998,1340.930054,1340.930054,1061300000
18320,2000-12-15,1340.930054,1340.930054,1305.380005,1312.150024,1312.150024,1561100000
18321,2000-12-18,1312.150024,1332.319946,1312.150024,1322.73999,1322.73999,1189900000
18322,2000-12-19,1322.959961,1346.439941,1305.199951,1305.599976,1305.599976,1324900000
18323,2000-12-20,1305.599976,1305.599976,1261.160034,1264.73999,1264.73999,1421600000
18324,2000-12-21,1264.73999,1285.310059,1254.069946,1274.859985,1274.859985,1449900000
18325,2000-12-22,1274.859985,1305.969971,1274.859985,1305.949951,1305.949951,1087100000
18326,2000-12-26,1305.969971,1315.939941,1301.640015,1315.189941,1315.189941,806500000
18327,2000-12-27,1315.189941,1332.030029,1310.959961,1328.920044,1328.920044,1092700000
18328,2000-12-28,1328.920044,1335.930054,1325.780029,1334.219971,1334.219971,1015300000
18329,2000-12-29,1334.219971,1340.099976,1317.51001,1320.280029,1320.280029,1035500000
18330,2001-01-02,1320.280029,1320.280029,1276.050049,1283.27002,1283.27002,1129400000
18331,2001-01-03,1283.27002,1347.76001,1274.619995,1347.560059,1347.560059,1880700000
18332,2001-01-04,1347.560059,1350.23999,1329.140015,1333.339966,1333.339966,2131000000
18333,2001-01-05,1333.339966,1334.77002,1294.949951,1298.349976,1298.349976,1430800000
18334,2001-01-08,1298.349976,1298.349976,1276.290039,1295.859985,1295.859985,1115500000
18335,2001-01-09,1295.859985,1311.719971,1295.140015,1300.800049,1300.800049,1191300000
18336,2001-01-10,1300.800049,1313.76001,1287.280029,1313.27002,1313.27002,1296500000
18337,2001-01-11,1313.27002,1332.189941,1309.719971,1326.819946,1326.819946,1411200000
18338,2001-01-12,1326.819946,1333.209961,1311.589966,1318.550049,1318.550049,1276000000
18339,2001-01-16,1318.319946,1327.810059,1313.329956,1326.650024,1326.650024,1205700000
18340,2001-01-17,1326.650024,1346.920044,1325.410034,1329.469971,1329.469971,1349100000
18341,2001-01-18,1329.890015,1352.709961,1327.410034,1347.969971,1347.969971,1445000000
18342,2001-01-19,1347.969971,1354.550049,1336.73999,1342.540039,1342.540039,1407800000
18343,2001-01-22,1342.540039,1353.619995,1333.839966,1342.900024,1342.900024,1164000000
18344,2001-01-23,1342.900024,1362.900024,1339.630005,1360.400024,1360.400024,1232600000
18345,2001-01-24,1360.400024,1369.75,1357.280029,1364.300049,1364.300049,1309000000
18346,2001-01-25,1364.300049,1367.349976,1354.630005,1357.51001,1357.51001,1258000000
18347,2001-01-26,1357.51001,1357.51001,1342.75,1354.949951,1354.949951,1098000000
18348,2001-01-29,1354.920044,1365.540039,1350.359985,1364.170044,1364.170044,1053100000
18349,2001-01-30,1364.170044,1375.680054,1356.199951,1373.72998,1373.72998,1149800000
18350,2001-01-31,1373.72998,1383.369995,1364.660034,1366.01001,1366.01001,1295300000
18351,2001-02-01,1366.01001,1373.5,1359.339966,1373.469971,1373.469971,1118800000
18352,2001-02-02,1373.469971,1376.380005,1348.719971,1349.469971,1349.469971,1048400000
18353,2001-02-05,1349.469971,1354.560059,1344.47998,1354.310059,1354.310059,1013000000
18354,2001-02-06,1354.310059,1363.550049,1350.040039,1352.26001,1352.26001,1059600000
18355,2001-02-07,1352.26001,1352.26001,1334.26001,1340.890015,1340.890015,1158300000
18356,2001-02-08,1341.099976,1350.319946,1332.420044,1332.530029,1332.530029,1107200000
18357,2001-02-09,1332.530029,1332.530029,1309.97998,1314.76001,1314.76001,1075500000
18358,2001-02-12,1314.76001,1330.959961,1313.640015,1330.310059,1330.310059,1039100000
18359,2001-02-13,1330.310059,1336.619995,1317.51001,1318.800049,1318.800049,1075200000
18360,2001-02-14,1318.800049,1320.72998,1304.719971,1315.920044,1315.920044,1150300000
18361,2001-02-15,1315.920044,1331.290039,1315.920044,1326.609985,1326.609985,1153700000
18362,2001-02-16,1326.609985,1326.609985,1293.180054,1301.530029,1301.530029,1257200000
18363,2001-02-20,1301.530029,1307.160034,1278.439941,1278.939941,1278.939941,1112200000
18364,2001-02-21,1278.939941,1282.969971,1253.160034,1255.27002,1255.27002,1208500000
18365,2001-02-22,1255.27002,1259.939941,1228.329956,1252.819946,1252.819946,1365900000
18366,2001-02-23,1252.819946,1252.819946,1215.439941,1245.859985,1245.859985,1231300000
18367,2001-02-26,1245.859985,1267.689941,1241.709961,1267.650024,1267.650024,1130800000
18368,2001-02-27,1267.650024,1272.76001,1252.26001,1257.939941,1257.939941,1114100000
18369,2001-02-28,1257.939941,1263.469971,1229.650024,1239.939941,1239.939941,1225300000
18370,2001-03-01,1239.939941,1241.359985,1214.5,1241.22998,1241.22998,1294900000
18371,2001-03-02,1241.22998,1251.01001,1219.73999,1234.180054,1234.180054,1294000000
18372,2001-03-05,1234.180054,1242.550049,1234.040039,1241.410034,1241.410034,929200000
18373,2001-03-06,1241.410034,1267.420044,1241.410034,1253.800049,1253.800049,1091800000
18374,2001-03-07,1253.800049,1263.859985,1253.800049,1261.890015,1261.890015,1132200000
18375,2001-03-08,1261.890015,1266.5,1257.599976,1264.73999,1264.73999,1114100000
18376,2001-03-09,1264.73999,1264.73999,1228.420044,1233.420044,1233.420044,1085900000
18377,2001-03-12,1233.420044,1233.420044,1176.780029,1180.160034,1180.160034,1229000000
18378,2001-03-13,1180.160034,1197.829956,1171.5,1197.660034,1197.660034,1360900000
18379,2001-03-14,1197.660034,1197.660034,1155.349976,1166.709961,1166.709961,1397400000
18380,2001-03-15,1166.709961,1182.040039,1166.709961,1173.560059,1173.560059,1259500000
18381,2001-03-16,1173.560059,1173.560059,1148.640015,1150.530029,1150.530029,1543560000
18382,2001-03-19,1150.530029,1173.5,1147.180054,1170.810059,1170.810059,1126200000
18383,2001-03-20,1170.810059,1180.560059,1142.189941,1142.619995,1142.619995,1235900000
18384,2001-03-21,1142.619995,1149.390015,1118.73999,1122.140015,1122.140015,1346300000
18385,2001-03-22,1122.140015,1124.27002,1081.189941,1117.579956,1117.579956,1723950000
18386,2001-03-23,1117.579956,1141.829956,1117.579956,1139.829956,1139.829956,1364900000
18387,2001-03-26,1139.829956,1160.02002,1139.829956,1152.689941,1152.689941,1114000000
18388,2001-03-27,1152.689941,1183.349976,1150.959961,1182.170044,1182.170044,1314200000
18389,2001-03-28,1182.170044,1182.170044,1147.829956,1153.290039,1153.290039,1333400000
18390,2001-03-29,1153.290039,1161.689941,1136.26001,1147.949951,1147.949951,1234500000
18391,2001-03-30,1147.949951,1162.800049,1143.829956,1160.329956,1160.329956,1280800000
18392,2001-04-02,1160.329956,1169.51001,1137.51001,1145.869995,1145.869995,1254900000
18393,2001-04-03,1145.869995,1145.869995,1100.189941,1106.459961,1106.459961,1386100000
18394,2001-04-04,1106.459961,1117.5,1091.98999,1103.25,1103.25,1425590000
18395,2001-04-05,1103.25,1151.469971,1103.25,1151.439941,1151.439941,1368000000
18396,2001-04-06,1151.439941,1151.439941,1119.290039,1128.430054,1128.430054,1266800000
18397,2001-04-09,1128.430054,1146.130005,1126.380005,1137.589966,1137.589966,1062800000
18398,2001-04-10,1137.589966,1173.920044,1137.589966,1168.380005,1168.380005,1349600000
18399,2001-04-11,1168.380005,1182.23999,1160.26001,1165.890015,1165.890015,1290300000
18400,2001-04-12,1165.890015,1183.51001,1157.72998,1183.5,1183.5,1102000000
18401,2001-04-16,1183.5,1184.640015,1167.380005,1179.680054,1179.680054,913900000
18402,2001-04-17,1179.680054,1192.25,1168.900024,1191.810059,1191.810059,1109600000
18403,2001-04-18,1191.810059,1248.420044,1191.810059,1238.160034,1238.160034,1918900000
18404,2001-04-19,1238.160034,1253.709961,1233.390015,1253.689941,1253.689941,1486800000
18405,2001-04-20,1253.699951,1253.699951,1234.410034,1242.97998,1242.97998,1338700000
18406,2001-04-23,1242.97998,1242.97998,1217.469971,1224.359985,1224.359985,1012600000
18407,2001-04-24,1224.359985,1233.540039,1208.890015,1209.469971,1209.469971,1216500000
18408,2001-04-25,1209.469971,1232.359985,1207.380005,1228.75,1228.75,1203600000
18409,2001-04-26,1228.75,1248.300049,1228.75,1234.52002,1234.52002,1345200000
18410,2001-04-27,1234.52002,1253.069946,1234.52002,1253.050049,1253.050049,1091300000
18411,2001-04-30,1253.050049,1269.300049,1243.98999,1249.459961,1249.459961,1266800000
18412,2001-05-01,1249.459961,1266.469971,1243.550049,1266.439941,1266.439941,1181300000
18413,2001-05-02,1266.439941,1272.930054,1257.699951,1267.430054,1267.430054,1342200000
18414,2001-05-03,1267.430054,1267.430054,1239.880005,1248.579956,1248.579956,1137900000
18415,2001-05-04,1248.579956,1267.51001,1232.0,1266.609985,1266.609985,1082100000
18416,2001-05-07,1266.609985,1270.0,1259.189941,1263.51001,1263.51001,949000000
18417,2001-05-08,1266.709961,1267.01001,1253.0,1261.199951,1261.199951,1006300000
18418,2001-05-09,1261.199951,1261.650024,1247.829956,1255.540039,1255.540039,1132400000
18419,2001-05-10,1255.540039,1268.140015,1254.560059,1255.180054,1255.180054,1056700000
18420,2001-05-11,1255.180054,1259.839966,1240.790039,1245.670044,1245.670044,906200000
18421,2001-05-14,1245.670044,1249.680054,1241.02002,1248.920044,1248.920044,858200000
18422,2001-05-15,1248.920044,1257.449951,1245.359985,1249.439941,1249.439941,1071800000
18423,2001-05-16,1249.439941,1286.390015,1243.02002,1284.98999,1284.98999,1405300000
18424,2001-05-17,1284.98999,1296.47998,1282.650024,1288.48999,1288.48999,1355600000
18425,2001-05-18,1288.48999,1292.060059,1281.150024,1291.959961,1291.959961,1130800000
18426,2001-05-21,1291.959961,1312.949951,1287.869995,1312.829956,1312.829956,1174900000
18427,2001-05-22,1312.829956,1315.930054,1306.890015,1309.380005,1309.380005,1260400000
18428,2001-05-23,1309.380005,1309.380005,1288.699951,1289.050049,1289.050049,1134800000
18429,2001-05-24,1289.050049,1295.040039,1281.219971,1293.170044,1293.170044,1100700000
18430,2001-05-25,1293.170044,1293.170044,1276.420044,1277.890015,1277.890015,828100000
18431,2001-05-29,1277.890015,1278.420044,1265.410034,1267.930054,1267.930054,1026000000
18432,2001-05-30,1267.930054,1267.930054,1245.959961,1248.079956,1248.079956,1158600000
18433,2001-05-31,1248.079956,1261.910034,1248.069946,1255.819946,1255.819946,1226600000
18434,2001-06-01,1255.819946,1265.339966,1246.880005,1260.670044,1260.670044,1015000000
18435,2001-06-04,1260.670044,1267.170044,1256.359985,1267.109985,1267.109985,836500000
18436,2001-06-05,1267.109985,1286.619995,1267.109985,1283.569946,1283.569946,1116800000
18437,2001-06-06,1283.569946,1283.849976,1269.01001,1270.030029,1270.030029,1061900000
18438,2001-06-07,1270.030029,1277.079956,1265.079956,1276.959961,1276.959961,1089600000
18439,2001-06-08,1276.959961,1277.109985,1259.98999,1264.959961,1264.959961,726200000
18440,2001-06-11,1264.959961,1264.959961,1249.22998,1254.390015,1254.390015,870100000
18441,2001-06-12,1254.390015,1261.0,1235.75,1255.849976,1255.849976,1136500000
18442,2001-06-13,1255.849976,1259.75,1241.589966,1241.599976,1241.599976,1063600000
18443,2001-06-14,1241.599976,1241.599976,1218.900024,1219.869995,1219.869995,1242900000
18444,2001-06-15,1219.869995,1221.5,1203.030029,1214.359985,1214.359985,1635550000
18445,2001-06-18,1214.359985,1221.22998,1208.329956,1208.430054,1208.430054,1111600000
18446,2001-06-19,1208.430054,1226.109985,1207.709961,1212.579956,1212.579956,1184900000
18447,2001-06-20,1212.579956,1225.609985,1210.069946,1223.140015,1223.140015,1350100000
18448,2001-06-21,1223.140015,1240.23999,1220.25,1237.040039,1237.040039,1546820000
18449,2001-06-22,1237.040039,1237.72998,1221.410034,1225.349976,1225.349976,1189200000
18450,2001-06-25,1225.349976,1231.5,1213.599976,1218.599976,1218.599976,1050100000
18451,2001-06-26,1218.599976,1220.699951,1204.640015,1216.76001,1216.76001,1198900000
18452,2001-06-27,1216.76001,1219.920044,1207.290039,1211.069946,1211.069946,1162100000
18453,2001-06-28,1211.069946,1234.439941,1211.069946,1226.199951,1226.199951,1327300000
18454,2001-06-29,1226.199951,1237.290039,1221.140015,1224.380005,1224.380005,1832360000
18455,2001-07-02,1224.420044,1239.780029,1224.030029,1236.719971,1236.719971,1128300000
18456,2001-07-03,1236.709961,1236.709961,1229.430054,1234.449951,1234.449951,622110000
18457,2001-07-05,1234.449951,1234.449951,1219.150024,1219.23999,1219.23999,934900000
18458,2001-07-06,1219.23999,1219.23999,1188.73999,1190.589966,1190.589966,1056700000
18459,2001-07-09,1190.589966,1201.76001,1189.75,1198.780029,1198.780029,1045700000
18460,2001-07-10,1198.780029,1203.430054,1179.930054,1181.52002,1181.52002,1263800000
18461,2001-07-11,1181.52002,1184.930054,1168.459961,1180.180054,1180.180054,1384100000
18462,2001-07-12,1180.180054,1210.25,1180.180054,1208.140015,1208.140015,1394000000
18463,2001-07-13,1208.140015,1218.540039,1203.609985,1215.680054,1215.680054,1121700000
18464,2001-07-16,1215.680054,1219.630005,1200.050049,1202.449951,1202.449951,1039800000
18465,2001-07-17,1202.449951,1215.359985,1196.140015,1214.439941,1214.439941,1238100000
18466,2001-07-18,1214.439941,1214.439941,1198.329956,1207.709961,1207.709961,1316300000
18467,2001-07-19,1207.709961,1225.040039,1205.800049,1215.02002,1215.02002,1343500000
18468,2001-07-20,1215.02002,1215.689941,1207.040039,1210.849976,1210.849976,1170900000
18469,2001-07-23,1210.849976,1215.219971,1190.5,1191.030029,1191.030029,986900000
18470,2001-07-24,1191.030029,1191.030029,1165.540039,1171.650024,1171.650024,1198700000
18471,2001-07-25,1171.650024,1190.52002,1171.280029,1190.48999,1190.48999,1280700000
18472,2001-07-26,1190.48999,1204.180054,1182.650024,1202.930054,1202.930054,1213900000
18473,2001-07-27,1202.930054,1209.26001,1195.98999,1205.819946,1205.819946,1015300000
18474,2001-07-30,1205.819946,1209.050049,1200.410034,1204.52002,1204.52002,909100000
18475,2001-07-31,1204.52002,1222.73999,1204.52002,1211.22998,1211.22998,1129200000
18476,2001-08-01,1211.22998,1223.040039,1211.22998,1215.930054,1215.930054,1340300000
18477,2001-08-02,1215.930054,1226.27002,1215.310059,1220.75,1220.75,1218300000
18478,2001-08-03,1220.75,1220.75,1205.310059,1214.349976,1214.349976,939900000
18479,2001-08-06,1214.349976,1214.349976,1197.349976,1200.47998,1200.47998,811700000
18480,2001-08-07,1200.469971,1207.560059,1195.640015,1204.400024,1204.400024,1012000000
18481,2001-08-08,1204.400024,1206.790039,1181.27002,1183.530029,1183.530029,1124600000
18482,2001-08-09,1183.530029,1184.709961,1174.680054,1183.430054,1183.430054,1104200000
18483,2001-08-10,1183.430054,1193.329956,1169.550049,1190.160034,1190.160034,960900000
18484,2001-08-13,1190.160034,1193.819946,1185.119995,1191.290039,1191.290039,837600000
18485,2001-08-14,1191.290039,1198.790039,1184.26001,1186.72998,1186.72998,964600000
18486,2001-08-15,1186.72998,1191.209961,1177.609985,1178.02002,1178.02002,1065600000
18487,2001-08-16,1178.02002,1181.800049,1166.079956,1181.660034,1181.660034,1055400000
18488,2001-08-17,1181.660034,1181.660034,1156.069946,1161.969971,1161.969971,974300000
18489,2001-08-20,1161.969971,1171.410034,1160.939941,1171.410034,1171.410034,897100000
18490,2001-08-21,1171.410034,1179.849976,1156.560059,1157.26001,1157.26001,1041600000
18491,2001-08-22,1157.26001,1168.560059,1153.339966,1165.310059,1165.310059,1110800000
18492,2001-08-23,1165.310059,1169.859985,1160.959961,1162.089966,1162.089966,986200000
18493,2001-08-24,1162.089966,1185.150024,1162.089966,1184.930054,1184.930054,1043600000
18494,2001-08-27,1184.930054,1186.849976,1178.069946,1179.209961,1179.209961,842600000
18495,2001-08-28,1179.209961,1179.660034,1161.170044,1161.51001,1161.51001,987100000
18496,2001-08-29,1161.51001,1166.969971,1147.380005,1148.560059,1148.560059,963700000
18497,2001-08-30,1148.599976,1151.75,1124.869995,1129.030029,1129.030029,1157000000
18498,2001-08-31,1129.030029,1141.829956,1126.380005,1133.579956,1133.579956,920100000
18499,2001-09-04,1133.579956,1155.400024,1129.060059,1132.939941,1132.939941,1178300000
18500,2001-09-05,1132.939941,1135.52002,1114.859985,1131.73999,1131.73999,1384500000
18501,2001-09-06,1131.73999,1131.73999,1105.829956,1106.400024,1106.400024,1359700000
18502,2001-09-07,1106.400024,1106.400024,1082.119995,1085.780029,1085.780029,1424300000
18503,2001-09-10,1085.780029,1096.939941,1073.150024,1092.540039,1092.540039,1276600000
18504,2001-09-17,1092.540039,1092.540039,1037.459961,1038.77002,1038.77002,2330830000
18505,2001-09-18,1038.77002,1046.420044,1029.25,1032.73999,1032.73999,1650410000
18506,2001-09-19,1032.73999,1038.910034,984.619995,1016.099976,1016.099976,2120550000
18507,2001-09-20,1016.099976,1016.099976,984.48999,984.539978,984.539978,2004800000
18508,2001-09-21,984.539978,984.539978,944.75,965.799988,965.799988,2317300000
18509,2001-09-24,965.799988,1008.440002,965.799988,1003.450012,1003.450012,1746600000
18510,2001-09-25,1003.450012,1017.140015,998.330017,1012.27002,1012.27002,1613800000
18511,2001-09-26,1012.27002,1020.289978,1002.619995,1007.039978,1007.039978,1519100000
18512,2001-09-27,1007.039978,1018.919983,998.23999,1018.609985,1018.609985,1467000000
18513,2001-09-28,1018.609985,1040.939941,1018.609985,1040.939941,1040.939941,1631500000
18514,2001-10-01,1040.939941,1040.939941,1026.76001,1038.550049,1038.550049,1175600000
18515,2001-10-02,1038.550049,1051.329956,1034.469971,1051.329956,1051.329956,1289800000
18516,2001-10-03,1051.329956,1075.380005,1041.47998,1072.280029,1072.280029,1650600000
18517,2001-10-04,1072.280029,1084.119995,1067.819946,1069.630005,1069.630005,1609100000
18518,2001-10-05,1069.619995,1072.349976,1053.5,1071.380005,1071.380005,1301700000
18519,2001-10-08,1071.369995,1071.369995,1056.880005,1062.439941,1062.439941,979000000
18520,2001-10-09,1062.439941,1063.369995,1053.829956,1056.75,1056.75,1227800000
18521,2001-10-10,1056.75,1081.619995,1052.76001,1080.98999,1080.98999,1312400000
18522,2001-10-11,1080.98999,1099.160034,1080.98999,1097.430054,1097.430054,1704580000
